Ward,Precinct,Votes,Joseph R. Biden & Kamala D. Harris ,%,Donald J. Trump & Michael R. Pence ,%,Howie Hawkins & Angela Walker ,%,Gloria La Riva & Leonard Peltier ,%,Brian Carroll & Amar Patel ,%,Jo Jorgensen & Jeremy ''Spike'' Cohen ,%
8,2,425,405,95.29%,16,3.76%,0,0%,1,0.24%,3,0.71%,0,0%
8,3,483,471,97.52%,8,1.66%,3,0.62%,0,0%,1,0.21%,0,0%
8,4,488,478,97.95%,7,1.43%,2,0.41%,0,0%,0,0%,1,0.20%
8,5,468,455,97.22%,7,1.50%,4,0.85%,2,0.43%,0,0%,0,0%
8,6,438,417,95.21%,17,3.88%,2,0.46%,1,0.23%,0,0%,1,0.23%
8,7,499,469,93.99%,28,5.61%,0,0%,1,0.20%,1,0.20%,0,0%
8,8,438,422,96.35%,13,2.97%,1,0.23%,0,0%,0,0%,2,0.46%
8,9,286,277,96.85%,9,3.15%,0,0%,0,0%,0,0%,0,0%
8,10,544,522,95.96%,18,3.31%,2,0.37%,1,0.18%,0,0%,1,0.18%
8,11,374,354,94.65%,14,3.74%,3,0.80%,1,0.27%,2,0.53%,0,0%
8,12,395,374,94.68%,19,4.81%,0,0%,1,0.25%,1,0.25%,0,0%
8,13,526,502,95.44%,17,3.23%,5,0.95%,0,0%,0,0%,2,0.38%
8,14,396,374,94.44%,16,4.04%,1,0.25%,3,0.76%,0,0%,2,0.51%
8,15,423,400,94.56%,16,3.78%,3,0.71%,1,0.24%,0,0%,3,0.71%
8,16,152,142,93.42%,9,5.92%,1,0.66%,0,0%,0,0%,0,0%
8,17,388,375,96.65%,7,1.80%,3,0.77%,1,0.26%,1,0.26%,1,0.26%
8,18,445,419,94.16%,24,5.39%,1,0.22%,1,0.22%,0,0%,0,0%
8,19,477,457,95.81%,17,3.56%,3,0.63%,0,0%,0,0%,0,0%
8,20,508,490,96.46%,13,2.56%,1,0.20%,3,0.59%,0,0%,1,0.20%
8,21,588,566,96.26%,19,3.23%,2,0.34%,0,0%,0,0%,1,0.17%
8,22,419,396,94.51%,16,3.82%,3,0.72%,3,0.72%,0,0%,1,0.24%
8,23,377,365,96.82%,10,2.65%,1,0.27%,0,0%,1,0.27%,0,0%
8,24,257,247,96.11%,7,2.72%,2,0.78%,0,0%,1,0.39%,0,0%
8,25,460,431,93.70%,24,5.22%,1,0.22%,2,0.43%,2,0.43%,0,0%
8,26,414,399,96.38%,11,2.66%,1,0.24%,1,0.24%,0,0%,2,0.48%
8,27,500,476,95.20%,21,4.20%,2,0.40%,0,0%,1,0.20%,0,0%
8,28,445,426,95.73%,17,3.82%,1,0.22%,1,0.22%,0,0%,0,0%
8,29,501,480,95.81%,14,2.79%,5,1.00%,1,0.20%,0,0%,1,0.20%
8,30,495,467,94.34%,16,3.23%,8,1.62%,0,0%,2,0.40%,2,0.40%
8,31,353,335,94.90%,15,4.25%,1,0.28%,1,0.28%,0,0%,1,0.28%
8,32,361,346,95.84%,10,2.77%,3,0.83%,1,0.28%,0,0%,1,0.28%
8,33,376,358,95.21%,14,3.72%,2,0.53%,1,0.27%,1,0.27%,0,0%
8,34,418,407,97.37%,10,2.39%,0,0%,1,0.24%,0,0%,0,0%
8,35,514,493,95.91%,14,2.72%,4,0.78%,0,0%,0,0%,3,0.58%
8,36,446,433,97.09%,8,1.79%,1,0.22%,2,0.45%,1,0.22%,1,0.22%
8,37,354,345,97.46%,6,1.69%,2,0.56%,1,0.28%,0,0%,0,0%
8,38,337,331,98.22%,5,1.48%,0,0%,0,0%,1,0.30%,0,0%
8,39,440,427,97.05%,7,1.59%,4,0.91%,1,0.23%,0,0%,1,0.23%
8,40,372,361,97.04%,10,2.69%,0,0%,0,0%,0,0%,1,0.27%
8,41,493,474,96.15%,15,3.04%,3,0.61%,0,0%,1,0.20%,0,0%
8,42,573,552,96.34%,17,2.97%,2,0.35%,0,0%,0,0%,2,0.35%
8,43,257,238,92.61%,15,5.84%,2,0.78%,2,0.78%,0,0%,0,0%
8,44,345,329,95.36%,11,3.19%,1,0.29%,1,0.29%,1,0.29%,2,0.58%
8,45,401,382,95.26%,13,3.24%,5,1.25%,0,0%,0,0%,1,0.25%
8,46,361,340,94.18%,17,4.71%,1,0.28%,3,0.83%,0,0%,0,0%
8,47,379,359,94.72%,18,4.75%,1,0.26%,0,0%,0,0%,1,0.26%
8,48,425,411,96.71%,9,2.12%,2,0.47%,1,0.24%,2,0.47%,0,0%
8,49,413,397,96.13%,14,3.39%,2,0.48%,0,0%,0,0%,0,0%
8,50,449,429,95.55%,14,3.12%,4,0.89%,1,0.22%,1,0.22%,0,0%
8,51,459,443,96.51%,14,3.05%,1,0.22%,0,0%,0,0%,1,0.22%
8,52,550,536,97.45%,12,2.18%,1,0.18%,0,0%,0,0%,1,0.18%
8,53,272,259,95.22%,9,3.31%,3,1.10%,1,0.37%,0,0%,0,0%
8,54,389,351,90.23%,27,6.94%,6,1.54%,2,0.51%,2,0.51%,1,0.26%
8,55,356,337,94.66%,16,4.49%,0,0%,3,0.84%,0,0%,0,0%
8,56,461,451,97.83%,5,1.08%,3,0.65%,2,0.43%,0,0%,0,0%
9,1,433,415,95.84%,14,3.23%,1,0.23%,0,0%,0,0%,3,0.69%
9,2,344,330,95.93%,9,2.62%,1,0.29%,2,0.58%,2,0.58%,0,0%
9,3,323,304,94.12%,14,4.33%,2,0.62%,1,0.31%,2,0.62%,0,0%
9,4,333,327,98.20%,3,0.90%,2,0.60%,0,0%,1,0.30%,0,0%
9,5,423,411,97.16%,7,1.65%,1,0.24%,2,0.47%,1,0.24%,1,0.24%
9,6,390,378,96.92%,9,2.31%,2,0.51%,0,0%,1,0.26%,0,0%
9,7,330,310,93.94%,17,5.15%,2,0.61%,0,0%,1,0.30%,0,0%
9,8,456,431,94.52%,20,4.39%,3,0.66%,1,0.22%,0,0%,1,0.22%
9,9,498,485,97.39%,10,2.01%,1,0.20%,2,0.40%,0,0%,0,0%
9,10,335,323,96.42%,10,2.99%,1,0.30%,0,0%,1,0.30%,0,0%
9,11,312,297,95.19%,14,4.49%,0,0%,0,0%,1,0.32%,0,0%
9,12,484,454,93.80%,25,5.17%,3,0.62%,0,0%,0,0%,2,0.41%
9,13,480,466,97.08%,12,2.50%,2,0.42%,0,0%,0,0%,0,0%
9,14,480,461,96.04%,17,3.54%,1,0.21%,1,0.21%,0,0%,0,0%
9,15,563,526,93.43%,30,5.33%,2,0.36%,2,0.36%,1,0.18%,2,0.36%
9,16,405,386,95.31%,13,3.21%,3,0.74%,1,0.25%,1,0.25%,1,0.25%
9,17,341,325,95.31%,10,2.93%,3,0.88%,1,0.29%,1,0.29%,1,0.29%
9,18,312,306,98.08%,4,1.28%,0,0%,2,0.64%,0,0%,0,0%
9,19,417,405,97.12%,8,1.92%,2,0.48%,1,0.24%,1,0.24%,0,0%
9,20,406,389,95.81%,10,2.46%,3,0.74%,3,0.74%,1,0.25%,0,0%
9,21,412,394,95.63%,17,4.13%,0,0%,0,0%,0,0%,1,0.24%
9,22,465,435,93.55%,26,5.59%,4,0.86%,0,0%,0,0%,0,0%
9,23,476,461,96.85%,10,2.10%,2,0.42%,2,0.42%,1,0.21%,0,0%
9,24,431,409,94.90%,16,3.71%,2,0.46%,2,0.46%,1,0.23%,1,0.23%
9,25,413,399,96.61%,10,2.42%,1,0.24%,1,0.24%,0,0%,2,0.48%
9,26,539,508,94.25%,24,4.45%,2,0.37%,3,0.56%,1,0.19%,1,0.19%
9,27,358,345,96.37%,9,2.51%,2,0.56%,1,0.28%,1,0.28%,0,0%
9,28,277,251,90.61%,26,9.39%,0,0%,0,0%,0,0%,0,0%
9,29,381,363,95.28%,15,3.94%,2,0.52%,0,0%,0,0%,1,0.26%
9,30,360,339,94.17%,21,5.83%,0,0%,0,0%,0,0%,0,0%
9,31,343,326,95.04%,14,4.08%,1,0.29%,1,0.29%,0,0%,1,0.29%
9,32,428,405,94.63%,21,4.91%,2,0.47%,0,0%,0,0%,0,0%
9,33,332,316,95.18%,14,4.22%,2,0.60%,0,0%,0,0%,0,0%
9,34,359,338,94.15%,17,4.74%,3,0.84%,0,0%,0,0%,1,0.28%
9,35,390,371,95.13%,13,3.33%,2,0.51%,2,0.51%,0,0%,2,0.51%
9,36,370,359,97.03%,7,1.89%,2,0.54%,1,0.27%,0,0%,1,0.27%
9,37,640,544,85.00%,82,12.81%,7,1.09%,4,0.63%,0,0%,3,0.47%
9,38,418,400,95.69%,13,3.11%,3,0.72%,1,0.24%,1,0.24%,0,0%
9,39,448,437,97.54%,9,2.01%,1,0.22%,1,0.22%,0,0%,0,0%
9,40,471,453,96.18%,13,2.76%,2,0.42%,2,0.42%,0,0%,1,0.21%
9,41,362,345,95.30%,14,3.87%,2,0.55%,1,0.28%,0,0%,0,0%
9,42,440,422,95.91%,14,3.18%,4,0.91%,0,0%,0,0%,0,0%
9,43,401,375,93.52%,19,4.74%,2,0.50%,1,0.25%,0,0%,4,1.00%
9,44,357,349,97.76%,8,2.24%,0,0%,0,0%,0,0%,0,0%
9,45,356,343,96.35%,9,2.53%,3,0.84%,1,0.28%,0,0%,0,0%
9,46,400,373,93.25%,22,5.50%,4,1.00%,0,0%,0,0%,1,0.25%
9,47,442,431,97.51%,5,1.13%,4,0.90%,0,0%,0,0%,2,0.45%
9,48,449,434,96.66%,13,2.90%,1,0.22%,0,0%,1,0.22%,0,0%
9,49,465,451,96.99%,11,2.37%,0,0%,0,0%,0,0%,3,0.65%
9,50,596,573,96.14%,18,3.02%,3,0.50%,0,0%,1,0.17%,1,0.17%
9,51,409,394,96.33%,12,2.93%,1,0.24%,1,0.24%,1,0.24%,0,0%
10,1,365,330,90.41%,30,8.22%,1,0.27%,1,0.27%,0,0%,3,0.82%
10,2,441,260,58.96%,174,39.46%,4,0.91%,0,0%,1,0.23%,2,0.45%
10,3,490,316,64.49%,169,34.49%,3,0.61%,0,0%,0,0%,2,0.41%
10,4,355,322,90.70%,30,8.45%,0,0%,2,0.56%,0,0%,1,0.28%
10,5,385,244,63.38%,134,34.81%,3,0.78%,2,0.52%,0,0%,2,0.52%
10,6,388,296,76.29%,88,22.68%,1,0.26%,2,0.52%,0,0%,1,0.26%
10,7,344,281,81.69%,58,16.86%,1,0.29%,2,0.58%,0,0%,2,0.58%
10,8,254,232,91.34%,19,7.48%,2,0.79%,0,0%,0,0%,1,0.39%
10,9,450,280,62.22%,168,37.33%,0,0%,1,0.22%,0,0%,1,0.22%
10,10,504,366,72.62%,132,26.19%,1,0.20%,1,0.20%,1,0.20%,3,0.60%
10,11,560,440,78.57%,110,19.64%,1,0.18%,6,1.07%,0,0%,3,0.54%
10,12,322,235,72.98%,83,25.78%,1,0.31%,1,0.31%,1,0.31%,1,0.31%
10,13,415,360,86.75%,50,12.05%,1,0.24%,0,0%,1,0.24%,3,0.72%
10,14,589,456,77.42%,128,21.73%,3,0.51%,1,0.17%,0,0%,1,0.17%
10,15,763,730,95.67%,24,3.15%,6,0.79%,2,0.26%,0,0%,1,0.13%
10,16,361,245,67.87%,108,29.92%,6,1.66%,0,0%,0,0%,2,0.55%
10,17,624,396,63.46%,216,34.62%,6,0.96%,2,0.32%,0,0%,4,0.64%
10,18,272,253,93.01%,15,5.51%,2,0.74%,1,0.37%,0,0%,1,0.37%
10,19,483,335,69.36%,141,29.19%,5,1.04%,0,0%,1,0.21%,1,0.21%
10,20,481,377,78.38%,98,20.37%,2,0.42%,3,0.62%,0,0%,1,0.21%
10,21,486,358,73.66%,121,24.90%,3,0.62%,3,0.62%,1,0.21%,0,0%
10,22,271,219,80.81%,48,17.71%,0,0%,0,0%,2,0.74%,2,0.74%
10,23,403,330,81.89%,66,16.38%,7,1.74%,0,0%,0,0%,0,0%
10,24,486,285,58.64%,197,40.53%,2,0.41%,0,0%,0,0%,2,0.41%
10,25,124,117,94.35%,5,4.03%,0,0%,1,0.81%,0,0%,1,0.81%
10,26,326,276,84.66%,42,12.88%,3,0.92%,3,0.92%,0,0%,2,0.61%
10,27,416,379,91.11%,35,8.41%,0,0%,1,0.24%,0,0%,1,0.24%
10,28,522,428,81.99%,88,16.86%,3,0.57%,1,0.19%,0,0%,2,0.38%
10,29,492,401,81.50%,83,16.87%,2,0.41%,1,0.20%,1,0.20%,4,0.81%
10,30,420,333,79.29%,76,18.10%,1,0.24%,6,1.43%,1,0.24%,3,0.71%
10,31,389,334,85.86%,52,13.37%,2,0.51%,1,0.26%,0,0%,0,0%
10,32,484,365,75.41%,116,23.97%,0,0%,2,0.41%,0,0%,1,0.21%
10,33,352,297,84.38%,51,14.49%,1,0.28%,2,0.57%,0,0%,1,0.28%
10,34,324,287,88.58%,34,10.49%,1,0.31%,2,0.62%,0,0%,0,0%
10,35,491,321,65.38%,164,33.40%,2,0.41%,3,0.61%,0,0%,1,0.20%
10,36,121,105,86.78%,14,11.57%,1,0.83%,0,0%,0,0%,1,0.83%
11,1,570,393,68.95%,161,28.25%,5,0.88%,2,0.35%,2,0.35%,7,1.23%
11,2,53,39,73.58%,14,26.42%,0,0%,0,0%,0,0%,0,0%
11,3,524,467,89.12%,44,8.40%,5,0.95%,3,0.57%,2,0.38%,3,0.57%
11,4,463,329,71.06%,128,27.65%,1,0.22%,3,0.65%,0,0%,2,0.43%
11,5,693,530,76.48%,137,19.77%,14,2.02%,4,0.58%,4,0.58%,4,0.58%
11,6,802,675,84.16%,114,14.21%,5,0.62%,0,0%,0,0%,8,1.00%
11,7,522,460,88.12%,54,10.34%,3,0.57%,1,0.19%,0,0%,4,0.77%
11,8,511,371,72.60%,132,25.83%,2,0.39%,1,0.20%,2,0.39%,3,0.59%
11,9,498,326,65.46%,157,31.53%,3,0.60%,2,0.40%,3,0.60%,7,1.41%
11,10,568,374,65.85%,186,32.75%,4,0.70%,1,0.18%,1,0.18%,2,0.35%
11,11,618,417,67.48%,191,30.91%,3,0.49%,1,0.16%,3,0.49%,3,0.49%
11,12,744,321,43.15%,411,55.24%,5,0.67%,1,0.13%,1,0.13%,5,0.67%
11,13,707,305,43.14%,388,54.88%,4,0.57%,2,0.28%,1,0.14%,7,0.99%
11,14,373,210,56.30%,159,42.63%,2,0.54%,0,0%,1,0.27%,1,0.27%
11,15,215,147,68.37%,64,29.77%,1,0.47%,1,0.47%,1,0.47%,1,0.47%
11,16,412,249,60.44%,153,37.14%,2,0.49%,2,0.49%,2,0.49%,4,0.97%
11,17,635,474,74.65%,145,22.83%,9,1.42%,1,0.16%,1,0.16%,5,0.79%
11,18,465,281,60.43%,174,37.42%,6,1.29%,0,0%,2,0.43%,2,0.43%
11,19,705,522,74.04%,159,22.55%,8,1.13%,3,0.43%,4,0.57%,9,1.28%
11,20,405,238,58.77%,162,40.00%,3,0.74%,1,0.25%,0,0%,1,0.25%
11,21,658,364,55.32%,280,42.55%,4,0.61%,1,0.15%,1,0.15%,8,1.22%
11,22,664,447,67.32%,205,30.87%,1,0.15%,4,0.60%,2,0.30%,5,0.75%
11,23,291,166,57.04%,114,39.18%,3,1.03%,2,0.69%,0,0%,6,2.06%
11,24,585,328,56.07%,245,41.88%,5,0.85%,0,0%,0,0%,7,1.20%
11,25,673,478,71.03%,178,26.45%,7,1.04%,3,0.45%,1,0.15%,6,0.89%
11,26,568,374,65.85%,177,31.16%,8,1.41%,4,0.70%,0,0%,5,0.88%
11,27,226,143,63.27%,77,34.07%,2,0.88%,1,0.44%,0,0%,3,1.33%
11,28,270,137,50.74%,128,47.41%,1,0.37%,0,0%,1,0.37%,3,1.11%
11,29,612,332,54.25%,269,43.95%,5,0.82%,0,0%,0,0%,6,0.98%
11,30,306,185,60.46%,121,39.54%,0,0%,0,0%,0,0%,0,0%
11,31,560,288,51.43%,268,47.86%,2,0.36%,0,0%,0,0%,2,0.36%
11,32,243,103,42.39%,134,55.14%,2,0.82%,0,0%,0,0%,4,1.65%
11,33,668,519,77.69%,137,20.51%,4,0.60%,0,0%,2,0.30%,6,0.90%
11,34,234,142,60.68%,91,38.89%,0,0%,0,0%,0,0%,1,0.43%
11,35,126,75,59.52%,49,38.89%,0,0%,0,0%,1,0.79%,1,0.79%
11,36,256,157,61.33%,94,36.72%,5,1.95%,0,0%,0,0%,0,0%
11,37,194,147,75.77%,42,21.65%,1,0.52%,1,0.52%,2,1.03%,1,0.52%
11,38,257,217,84.44%,33,12.84%,5,1.95%,0,0%,0,0%,2,0.78%
12,1,486,380,78.19%,90,18.52%,5,1.03%,6,1.23%,0,0%,5,1.03%
12,2,439,356,81.09%,77,17.54%,3,0.68%,2,0.46%,0,0%,1,0.23%
12,3,603,494,81.92%,94,15.59%,5,0.83%,3,0.50%,0,0%,7,1.16%
12,4,561,431,76.83%,110,19.61%,10,1.78%,5,0.89%,1,0.18%,4,0.71%
12,5,470,317,67.45%,145,30.85%,1,0.21%,1,0.21%,4,0.85%,2,0.43%
12,6,609,471,77.34%,121,19.87%,6,0.99%,0,0%,2,0.33%,9,1.48%
12,7,459,405,88.24%,38,8.28%,7,1.53%,4,0.87%,2,0.44%,3,0.65%
12,8,520,401,77.12%,108,20.77%,6,1.15%,3,0.58%,0,0%,2,0.38%
12,9,445,338,75.96%,95,21.35%,3,0.67%,4,0.90%,1,0.22%,4,0.90%
12,10,597,539,90.28%,44,7.37%,7,1.17%,3,0.50%,1,0.17%,3,0.50%
12,11,548,446,81.39%,98,17.88%,0,0%,4,0.73%,0,0%,0,0%
12,12,507,408,80.47%,93,18.34%,4,0.79%,2,0.39%,0,0%,0,0%
12,13,555,439,79.10%,109,19.64%,3,0.54%,2,0.36%,1,0.18%,1,0.18%
12,14,452,405,89.60%,40,8.85%,1,0.22%,1,0.22%,1,0.22%,4,0.88%
12,15,437,381,87.19%,49,11.21%,4,0.92%,3,0.69%,0,0%,0,0%
12,16,445,388,87.19%,48,10.79%,2,0.45%,3,0.67%,0,0%,4,0.90%
12,17,567,459,80.95%,95,16.75%,3,0.53%,5,0.88%,0,0%,5,0.88%
12,18,402,352,87.56%,35,8.71%,4,1.00%,6,1.49%,2,0.50%,3,0.75%
12,19,490,385,78.57%,96,19.59%,4,0.82%,4,0.82%,0,0%,1,0.20%
12,20,575,469,81.57%,99,17.22%,2,0.35%,2,0.35%,0,0%,3,0.52%
12,21,522,432,82.76%,79,15.13%,2,0.38%,2,0.38%,0,0%,7,1.34%
12,22,449,388,86.41%,43,9.58%,12,2.67%,4,0.89%,1,0.22%,1,0.22%
12,23,528,423,80.11%,95,17.99%,3,0.57%,3,0.57%,0,0%,4,0.76%
13,1,405,239,59.01%,159,39.26%,3,0.74%,0,0%,1,0.25%,3,0.74%
13,2,349,179,51.29%,167,47.85%,1,0.29%,1,0.29%,0,0%,1,0.29%
13,3,340,279,82.06%,53,15.59%,2,0.59%,2,0.59%,1,0.29%,3,0.88%
13,4,461,234,50.76%,219,47.51%,5,1.08%,2,0.43%,0,0%,1,0.22%
13,5,479,380,79.33%,91,19.00%,3,0.63%,0,0%,0,0%,5,1.04%
13,6,405,191,47.16%,210,51.85%,2,0.49%,0,0%,0,0%,2,0.49%
13,7,340,244,71.76%,83,24.41%,3,0.88%,5,1.47%,0,0%,5,1.47%
13,8,318,201,63.21%,116,36.48%,0,0%,1,0.31%,0,0%,0,0%
13,9,427,328,76.81%,90,21.08%,7,1.64%,2,0.47%,0,0%,0,0%
13,10,382,154,40.31%,222,58.12%,1,0.26%,0,0%,1,0.26%,4,1.05%
13,11,456,268,58.77%,187,41.01%,0,0%,0,0%,0,0%,1,0.22%
13,12,377,264,70.03%,106,28.12%,5,1.33%,0,0%,0,0%,2,0.53%
13,13,391,301,76.98%,88,22.51%,0,0%,1,0.26%,1,0.26%,0,0%
13,14,384,283,73.70%,93,24.22%,4,1.04%,1,0.26%,1,0.26%,2,0.52%
13,15,593,483,81.45%,99,16.69%,6,1.01%,2,0.34%,1,0.17%,2,0.34%
13,16,293,246,83.96%,46,15.70%,0,0%,0,0%,0,0%,1,0.34%
13,17,361,223,61.77%,133,36.84%,4,1.11%,0,0%,0,0%,1,0.28%
13,18,350,184,52.57%,160,45.71%,3,0.86%,0,0%,0,0%,3,0.86%
13,19,511,436,85.32%,62,12.13%,4,0.78%,7,1.37%,0,0%,2,0.39%
13,20,299,140,46.82%,157,52.51%,0,0%,0,0%,0,0%,2,0.67%
13,21,483,228,47.20%,248,51.35%,2,0.41%,0,0%,3,0.62%,2,0.41%
13,22,468,226,48.29%,234,50.00%,4,0.85%,0,0%,1,0.21%,3,0.64%
13,23,334,264,79.04%,62,18.56%,1,0.30%,3,0.90%,2,0.60%,2,0.60%
13,24,414,291,70.29%,120,28.99%,2,0.48%,1,0.24%,0,0%,0,0%
13,25,417,314,75.30%,98,23.50%,2,0.48%,2,0.48%,0,0%,1,0.24%
13,26,429,277,64.57%,143,33.33%,2,0.47%,3,0.70%,0,0%,4,0.93%
13,27,416,266,63.94%,145,34.86%,1,0.24%,0,0%,0,0%,4,0.96%
13,28,317,246,77.60%,70,22.08%,1,0.32%,0,0%,0,0%,0,0%
13,29,325,235,72.31%,90,27.69%,0,0%,0,0%,0,0%,0,0%
13,30,333,290,87.09%,39,11.71%,3,0.90%,0,0%,0,0%,1,0.30%
13,31,467,231,49.46%,231,49.46%,0,0%,1,0.21%,0,0%,4,0.86%
13,32,377,158,41.91%,215,57.03%,1,0.27%,0,0%,0,0%,3,0.80%
13,33,398,194,48.74%,196,49.25%,2,0.50%,1,0.25%,1,0.25%,4,1.01%
13,34,398,344,86.43%,51,12.81%,1,0.25%,1,0.25%,0,0%,1,0.25%
13,35,368,276,75.00%,84,22.83%,3,0.82%,1,0.27%,1,0.27%,3,0.82%
13,36,285,230,80.70%,51,17.89%,1,0.35%,2,0.70%,0,0%,1,0.35%
13,37,411,333,81.02%,74,18.00%,2,0.49%,2,0.49%,0,0%,0,0%
13,38,355,176,49.58%,176,49.58%,1,0.28%,0,0%,0,0%,2,0.56%
13,39,382,298,78.01%,78,20.42%,5,1.31%,0,0%,0,0%,1,0.26%
13,40,414,281,67.87%,125,30.19%,2,0.48%,2,0.48%,0,0%,4,0.97%
13,41,486,417,85.80%,62,12.76%,3,0.62%,2,0.41%,0,0%,2,0.41%
13,42,434,202,46.54%,228,52.53%,0,0%,0,0%,1,0.23%,3,0.69%
13,43,422,287,68.01%,127,30.09%,5,1.18%,0,0%,0,0%,3,0.71%
13,44,405,339,83.70%,61,15.06%,2,0.49%,1,0.25%,2,0.49%,0,0%
13,45,440,261,59.32%,173,39.32%,3,0.68%,2,0.45%,0,0%,1,0.23%
13,46,466,347,74.46%,107,22.96%,0,0%,6,1.29%,0,0%,6,1.29%
13,47,481,391,81.29%,81,16.84%,4,0.83%,5,1.04%,0,0%,0,0%
13,48,367,198,53.95%,165,44.96%,3,0.82%,0,0%,0,0%,1,0.27%
14,1,531,233,43.88%,294,55.37%,1,0.19%,0,0%,0,0%,3,0.56%
14,2,591,471,79.70%,110,18.61%,4,0.68%,1,0.17%,2,0.34%,3,0.51%
14,3,438,368,84.02%,67,15.30%,2,0.46%,0,0%,0,0%,1,0.23%
14,4,478,234,48.95%,238,49.79%,1,0.21%,0,0%,1,0.21%,4,0.84%
14,5,638,553,86.68%,77,12.07%,1,0.16%,3,0.47%,2,0.31%,2,0.31%
14,6,235,200,85.11%,30,12.77%,4,1.70%,0,0%,1,0.43%,0,0%
14,7,579,468,80.83%,103,17.79%,3,0.52%,2,0.35%,1,0.17%,2,0.35%
14,8,550,412,74.91%,125,22.73%,2,0.36%,6,1.09%,2,0.36%,3,0.55%
14,9,588,333,56.63%,249,42.35%,3,0.51%,1,0.17%,0,0%,2,0.34%
14,10,318,245,77.04%,69,21.70%,1,0.31%,1,0.31%,0,0%,2,0.63%
14,11,252,219,86.90%,32,12.70%,1,0.40%,0,0%,0,0%,0,0%
14,12,493,353,71.60%,136,27.59%,3,0.61%,1,0.20%,0,0%,0,0%
14,13,399,318,79.70%,73,18.30%,5,1.25%,1,0.25%,0,0%,2,0.50%
14,14,428,356,83.18%,65,15.19%,2,0.47%,1,0.23%,1,0.23%,3,0.70%
14,15,461,403,87.42%,53,11.50%,1,0.22%,3,0.65%,0,0%,1,0.22%
14,16,329,259,78.72%,68,20.67%,2,0.61%,0,0%,0,0%,0,0%
14,17,390,315,80.77%,71,18.21%,1,0.26%,1,0.26%,0,0%,2,0.51%
14,18,215,152,70.70%,60,27.91%,2,0.93%,1,0.47%,0,0%,0,0%
14,19,425,353,83.06%,62,14.59%,3,0.71%,5,1.18%,0,0%,2,0.47%
14,20,344,273,79.36%,63,18.31%,2,0.58%,1,0.29%,1,0.29%,4,1.16%
14,21,433,355,81.99%,69,15.94%,3,0.69%,2,0.46%,2,0.46%,2,0.46%
14,22,640,414,64.69%,217,33.91%,3,0.47%,3,0.47%,0,0%,3,0.47%
14,23,390,267,68.46%,122,31.28%,0,0%,0,0%,0,0%,1,0.26%
14,24,554,289,52.17%,260,46.93%,1,0.18%,0,0%,1,0.18%,3,0.54%
14,25,260,213,81.92%,41,15.77%,4,1.54%,1,0.38%,0,0%,1,0.38%
14,26,344,310,90.12%,29,8.43%,1,0.29%,0,0%,3,0.87%,1,0.29%
14,27,465,341,73.33%,106,22.80%,4,0.86%,5,1.08%,2,0.43%,7,1.51%
14,28,378,286,75.66%,81,21.43%,1,0.26%,3,0.79%,3,0.79%,4,1.06%
14,29,339,286,84.37%,48,14.16%,4,1.18%,1,0.29%,0,0%,0,0%
14,30,291,263,90.38%,26,8.93%,0,0%,1,0.34%,1,0.34%,0,0%
14,31,231,184,79.65%,40,17.32%,5,2.16%,1,0.43%,0,0%,1,0.43%
15,1,404,340,84.16%,49,12.13%,5,1.24%,5,1.24%,2,0.50%,3,0.74%
15,2,253,241,95.26%,11,4.35%,0,0%,0,0%,1,0.40%,0,0%
15,3,272,263,96.69%,7,2.57%,1,0.37%,1,0.37%,0,0%,0,0%
15,4,454,387,85.24%,58,12.78%,3,0.66%,2,0.44%,0,0%,4,0.88%
15,5,435,368,84.60%,58,13.33%,5,1.15%,1,0.23%,0,0%,3,0.69%
15,6,462,374,80.95%,78,16.88%,4,0.87%,4,0.87%,1,0.22%,1,0.22%
15,7,270,255,94.44%,11,4.07%,4,1.48%,0,0%,0,0%,0,0%
15,8,437,368,84.21%,64,14.65%,1,0.23%,1,0.23%,1,0.23%,2,0.46%
15,9,555,470,84.68%,78,14.05%,2,0.36%,2,0.36%,1,0.18%,2,0.36%
15,10,611,485,79.38%,111,18.17%,5,0.82%,4,0.65%,0,0%,6,0.98%
15,11,527,426,80.83%,96,18.22%,1,0.19%,3,0.57%,0,0%,1,0.19%
15,12,528,430,81.44%,90,17.05%,4,0.76%,2,0.38%,0,0%,2,0.38%
15,13,442,369,83.48%,61,13.80%,7,1.58%,1,0.23%,0,0%,4,0.90%
15,14,391,340,86.96%,46,11.76%,0,0%,3,0.77%,1,0.26%,1,0.26%
15,15,402,339,84.33%,58,14.43%,0,0%,3,0.75%,1,0.25%,1,0.25%
15,16,498,430,86.35%,60,12.05%,3,0.60%,3,0.60%,0,0%,2,0.40%
15,17,265,246,92.83%,12,4.53%,3,1.13%,0,0%,1,0.38%,3,1.13%
15,18,241,225,93.36%,15,6.22%,1,0.41%,0,0%,0,0%,0,0%
15,19,353,314,88.95%,33,9.35%,5,1.42%,0,0%,0,0%,1,0.28%
15,20,266,255,95.86%,10,3.76%,0,0%,0,0%,0,0%,1,0.38%
15,21,228,218,95.61%,8,3.51%,1,0.44%,1,0.44%,0,0%,0,0%
15,22,276,252,91.30%,19,6.88%,2,0.72%,0,0%,2,0.72%,1,0.36%
15,23,294,284,96.60%,7,2.38%,3,1.02%,0,0%,0,0%,0,0%
15,24,278,257,92.45%,16,5.76%,3,1.08%,2,0.72%,0,0%,0,0%
